,Unnamed: 0,Name,A1,A2,B,X1,X2,X3,X4,A1 NumberofProtons,A1 NumberofNeutrons,A1 NumberofShells,A1 SpecificHeat,A1 Density,A1 Ion Radius,A1 FirstIonization,A1 AtomicMass,A1 MeltingPoint,A2 NumberofProtons,A2 NumberofNeutrons,A2 NumberofShells,A2 SpecificHeat,A2 Density,A2 Ion Radius,A2 FirstIonization,A2 AtomicMass,A2 MeltingPoint,B NumberofProtons,B NumberofNeutrons,B NumberofShells,B SpecificHeat,B Density,B Ion Radius,B FirstIonization,B AtomicMass,B MeltingPoint,X1 NumberofProtons,X1 NumberofNeutrons,X1 NumberofShells,X1 SpecificHeat,X1 Density,X1 Ion Radius,X1 FirstIonization,X1 AtomicMass,X1 MeltingPoint,X2 NumberofProtons,X2 NumberofNeutrons,X2 NumberofShells,X2 SpecificHeat,X2 Density,X2 Ion Radius,X2 FirstIonization,X2 AtomicMass,X2 MeltingPoint,X3 NumberofProtons,X3 NumberofNeutrons,X3 NumberofShells,X3 SpecificHeat,X3 Density,X3 Ion Radius,X3 FirstIonization,X3 AtomicMass,X3 MeltingPoint,X4 NumberofProtons,X4 NumberofNeutrons,X4 NumberofShells,X4 SpecificHeat,X4 Density,X4 Ion Radius,X4 FirstIonization,X4 AtomicMass,X4 MeltingPoint
2673,2673,NaKNiI2ClBr,Na,K,Ni,Cl,Br,I,I,11,12,3,1.228,0.971,102.0,5.1391,22.99,371.15,19,20,4,0.757,0.862,138.0,4.3407,39.098,336.5,28,31,4,0.444,8.91,69.0,7.6398,58.693,1726.15,17,18,3,0.479,0.00321,181.0,12.9676,35.453,172.31,35,45,4,0.474,3.12,196.0,11.8138,79.904,266.05,53,74,5,0.214,4.93,220.0,10.4513,126.904,386.65,53,74,5,0.214,4.93,220.0,10.4513,126.904,386.65
2674,2674,NaKNiF2ClI,Na,K,Ni,Cl,I,F,F,11,12,3,1.228,0.971,102.0,5.1391,22.99,371.15,19,20,4,0.757,0.862,138.0,4.3407,39.098,336.5,28,31,4,0.444,8.91,69.0,7.6398,58.693,1726.15,17,18,3,0.479,0.00321,181.0,12.9676,35.453,172.31,53,74,5,0.214,4.93,220.0,10.4513,126.904,386.65,9,10,2,0.824,0.0017,133.0,17.4228,18.998,53.63,9,10,2,0.824,0.0017,133.0,17.4228,18.998,53.63
2675,2675,NaKNiBr2ClI,Na,K,Ni,Cl,I,Br,Br,11,12,3,1.228,0.971,102.0,5.1391,22.99,371.15,19,20,4,0.757,0.862,138.0,4.3407,39.098,336.5,28,31,4,0.444,8.91,69.0,7.6398,58.693,1726.15,17,18,3,0.479,0.00321,181.0,12.9676,35.453,172.31,53,74,5,0.214,4.93,220.0,10.4513,126.904,386.65,35,45,4,0.474,3.12,196.0,11.8138,79.904,266.05,35,45,4,0.474,3.12,196.0,11.8138,79.904,266.05
2676,2676,NaKNiCl2BrF,Na,K,Ni,Br,F,Cl,Cl,11,12,3,1.228,0.971,102.0,5.1391,22.99,371.15,19,20,4,0.757,0.862,138.0,4.3407,39.098,336.5,28,31,4,0.444,8.91,69.0,7.6398,58.693,1726.15,35,45,4,0.474,3.12,196.0,11.8138,79.904,266.05,9,10,2,0.824,0.0017,133.0,17.4228,18.998,53.63,17,18,3,0.479,0.00321,181.0,12.9676,35.453,172.31,17,18,3,0.479,0.00321,181.0,12.9676,35.453,172.31
2677,2677,NaKNiI2BrF,Na,K,Ni,Br,F,I,I,11,12,3,1.228,0.971,102.0,5.1391,22.99,371.15,19,20,4,0.757,0.862,138.0,4.3407,39.098,336.5,28,31,4,0.444,8.91,69.0,7.6398,58.693,1726.15,35,45,4,0.474,3.12,196.0,11.8138,79.904,266.05,9,10,2,0.824,0.0017,133.0,17.4228,18.998,53.63,53,74,5,0.214,4.93,220.0,10.4513,126.904,386.65,53,74,5,0.214,4.93,220.0,10.4513,126.904,386.65
2678,2678,NaKNiF2BrCl,Na,K,Ni,Br,Cl,F,F,11,12,3,1.228,0.971,102.0,5.1391,22.99,371.15,19,20,4,0.757,0.862,138.0,4.3407,39.098,336.5,28,31,4,0.444,8.91,69.0,7.6398,58.693,1726.15,35,45,4,0.474,3.12,196.0,11.8138,79.904,266.05,17,18,3,0.479,0.00321,181.0,12.9676,35.453,172.31,9,10,2,0.824,0.0017,133.0,17.4228,18.998,53.63,9,10,2,0.824,0.0017,133.0,17.4228,18.998,53.63
2679,2679,NaKNiI2BrCl,Na,K,Ni,Br,Cl,I,I,11,12,3,1.228,0.971,102.0,5.1391,22.99,371.15,19,20,4,0.757,0.862,138.0,4.3407,39.098,336.5,28,31,4,0.444,8.91,69.0,7.6398,58.693,1726.15,35,45,4,0.474,3.12,196.0,11.8138,79.904,266.05,17,18,3,0.479,0.00321,181.0,12.9676,35.453,172.31,53,74,5,0.214,4.93,220.0,10.4513,126.904,386.65,53,74,5,0.214,4.93,220.0,10.4513,126.904,386.65
2680,2680,NaKNiF2BrI,Na,K,Ni,Br,I,F,F,11,12,3,1.228,0.971,102.0,5.1391,22.99,371.15,19,20,4,0.757,0.862,138.0,4.3407,39.098,336.5,28,31,4,0.444,8.91,69.0,7.6398,58.693,1726.15,35,45,4,0.474,3.12,196.0,11.8138,79.904,266.05,53,74,5,0.214,4.93,220.0,10.4513,126.904,386.65,9,10,2,0.824,0.0017,133.0,17.4228,18.998,53.63,9,10,2,0.824,0.0017,133.0,17.4228,18.998,53.63
2681,2681,NaKNiCl2BrI,Na,K,Ni,Br,I,Cl,Cl,11,12,3,1.228,0.971,102.0,5.1391,22.99,371.15,19,20,4,0.757,0.862,138.0,4.3407,39.098,336.5,28,31,4,0.444,8.91,69.0,7.6398,58.693,1726.15,35,45,4,0.474,3.12,196.0,11.8138,79.904,266.05,53,74,5,0.214,4.93,220.0,10.4513,126.904,386.65,17,18,3,0.479,0.00321,181.0,12.9676,35.453,172.31,17,18,3,0.479,0.00321,181.0,12.9676,35.453,172.31
2682,2682,NaKNiCl2IF,Na,K,Ni,I,F,Cl,Cl,11,12,3,1.228,0.971,102.0,5.1391,22.99,371.15,19,20,4,0.757,0.862,138.0,4.3407,39.098,336.5,28,31,4,0.444,8.91,69.0,7.6398,58.693,1726.15,53,74,5,0.214,4.93,220.0,10.4513,126.904,386.65,9,10,2,0.824,0.0017,133.0,17.4228,18.998,53.63,17,18,3,0.479,0.00321,181.0,12.9676,35.453,172.31,17,18,3,0.479,0.00321,181.0,12.9676,35.453,172.31
2683,2683,NaKNiBr2IF,Na,K,Ni,I,F,Br,Br,11,12,3,1.228,0.971,102.0,5.1391,22.99,371.15,19,20,4,0.757,0.862,138.0,4.3407,39.098,336.5,28,31,4,0.444,8.91,69.0,7.6398,58.693,1726.15,53,74,5,0.214,4.93,220.0,10.4513,126.904,386.65,9,10,2,0.824,0.0017,133.0,17.4228,18.998,53.63,35,45,4,0.474,3.12,196.0,11.8138,79.904,266.05,35,45,4,0.474,3.12,196.0,11.8138,79.904,266.05
2684,2684,NaKNiF2ICl,Na,K,Ni,I,Cl,F,F,11,12,3,1.228,0.971,102.0,5.1391,22.99,371.15,19,20,4,0.757,0.862,138.0,4.3407,39.098,336.5,28,31,4,0.444,8.91,69.0,7.6398,58.693,1726.15,53,74,5,0.214,4.93,220.0,10.4513,126.904,386.65,17,18,3,0.479,0.00321,181.0,12.9676,35.453,172.31,9,10,2,0.824,0.0017,133.0,17.4228,18.998,53.63,9,10,2,0.824,0.0017,133.0,17.4228,18.998,53.63
2685,2685,NaKNiBr2ICl,Na,K,Ni,I,Cl,Br,Br,11,12,3,1.228,0.971,102.0,5.1391,22.99,371.15,19,20,4,0.757,0.862,138.0,4.3407,39.098,336.5,28,31,4,0.444,8.91,69.0,7.6398,58.693,1726.15,53,74,5,0.214,4.93,220.0,10.4513,126.904,386.65,17,18,3,0.479,0.00321,181.0,12.9676,35.453,172.31,35,45,4,0.474,3.12,196.0,11.8138,79.904,266.05,35,45,4,0.474,3.12,196.0,11.8138,79.904,266.05
2686,2686,NaKNiF2IBr,Na,K,Ni,I,Br,F,F,11,12,3,1.228,0.971,102.0,5.1391,22.99,371.15,19,20,4,0.757,0.862,138.0,4.3407,39.098,336.5,28,31,4,0.444,8.91,69.0,7.6398,58.693,1726.15,53,74,5,0.214,4.93,220.0,10.4513,126.904,386.65,35,45,4,0.474,3.12,196.0,11.8138,79.904,266.05,9,10,2,0.824,0.0017,133.0,17.4228,18.998,53.63,9,10,2,0.824,0.0017,133.0,17.4228,18.998,53.63
2687,2687,NaKNiCl2IBr,Na,K,Ni,I,Br,Cl,Cl,11,12,3,1.228,0.971,102.0,5.1391,22.99,371.15,19,20,4,0.757,0.862,138.0,4.3407,39.098,336.5,28,31,4,0.444,8.91,69.0,7.6398,58.693,1726.15,53,74,5,0.214,4.93,220.0,10.4513,126.904,386.65,35,45,4,0.474,3.12,196.0,11.8138,79.904,266.05,17,18,3,0.479,0.00321,181.0,12.9676,35.453,172.31,17,18,3,0.479,0.00321,181.0,12.9676,35.453,172.31
2688,2688,NaRbGeBr2FCl,Na,Rb,Ge,F,Cl,Br,Br,11,12,3,1.228,0.971,102.0,5.1391,22.99,371.15,37,48,5,0.363,1.53,152.0,4.1771,85.468,312.79,32,41,4,0.32,5.32,53.0,7.8994,72.64,1211.45,9,10,2,0.824,0.0017,133.0,17.4228,18.998,53.63,17,18,3,0.479,0.00321,181.0,12.9676,35.453,172.31,35,45,4,0.474,3.12,196.0,11.8138,79.904,266.05,35,45,4,0.474,3.12,196.0,11.8138,79.904,266.05
2689,2689,NaRbGeI2FCl,Na,Rb,Ge,F,Cl,I,I,11,12,3,1.228,0.971,102.0,5.1391,22.99,371.15,37,48,5,0.363,1.53,152.0,4.1771,85.468,312.79,32,41,4,0.32,5.32,53.0,7.8994,72.64,1211.45,9,10,2,0.824,0.0017,133.0,17.4228,18.998,53.63,17,18,3,0.479,0.00321,181.0,12.9676,35.453,172.31,53,74,5,0.214,4.93,220.0,10.4513,126.904,386.65,53,74,5,0.214,4.93,220.0,10.4513,126.904,386.65
2690,2690,NaRbGeCl2FBr,Na,Rb,Ge,F,Br,Cl,Cl,11,12,3,1.228,0.971,102.0,5.1391,22.99,371.15,37,48,5,0.363,1.53,152.0,4.1771,85.468,312.79,32,41,4,0.32,5.32,53.0,7.8994,72.64,1211.45,9,10,2,0.824,0.0017,133.0,17.4228,18.998,53.63,35,45,4,0.474,3.12,196.0,11.8138,79.904,266.05,17,18,3,0.479,0.00321,181.0,12.9676,35.453,172.31,17,18,3,0.479,0.00321,181.0,12.9676,35.453,172.31
2691,2691,NaRbGeI2FBr,Na,Rb,Ge,F,Br,I,I,11,12,3,1.228,0.971,102.0,5.1391,22.99,371.15,37,48,5,0.363,1.53,152.0,4.1771,85.468,312.79,32,41,4,0.32,5.32,53.0,7.8994,72.64,1211.45,9,10,2,0.824,0.0017,133.0,17.4228,18.998,53.63,35,45,4,0.474,3.12,196.0,11.8138,79.904,266.05,53,74,5,0.214,4.93,220.0,10.4513,126.904,386.65,53,74,5,0.214,4.93,220.0,10.4513,126.904,386.65
2692,2692,NaRbGeCl2FI,Na,Rb,Ge,F,I,Cl,Cl,11,12,3,1.228,0.971,102.0,5.1391,22.99,371.15,37,48,5,0.363,1.53,152.0,4.1771,85.468,312.79,32,41,4,0.32,5.32,53.0,7.8994,72.64,1211.45,9,10,2,0.824,0.0017,133.0,17.4228,18.998,53.63,53,74,5,0.214,4.93,220.0,10.4513,126.904,386.65,17,18,3,0.479,0.00321,181.0,12.9676,35.453,172.31,17,18,3,0.479,0.00321,181.0,12.9676,35.453,172.31
2693,2693,NaRbGeBr2FI,Na,Rb,Ge,F,I,Br,Br,11,12,3,1.228,0.971,102.0,5.1391,22.99,371.15,37,48,5,0.363,1.53,152.0,4.1771,85.468,312.79,32,41,4,0.32,5.32,53.0,7.8994,72.64,1211.45,9,10,2,0.824,0.0017,133.0,17.4228,18.998,53.63,53,74,5,0.214,4.93,220.0,10.4513,126.904,386.65,35,45,4,0.474,3.12,196.0,11.8138,79.904,266.05,35,45,4,0.474,3.12,196.0,11.8138,79.904,266.05
2694,2694,NaRbGeBr2ClF,Na,Rb,Ge,Cl,F,Br,Br,11,12,3,1.228,0.971,102.0,5.1391,22.99,371.15,37,48,5,0.363,1.53,152.0,4.1771,85.468,312.79,32,41,4,0.32,5.32,53.0,7.8994,72.64,1211.45,17,18,3,0.479,0.00321,181.0,12.9676,35.453,172.31,9,10,2,0.824,0.0017,133.0,17.4228,18.998,53.63,35,45,4,0.474,3.12,196.0,11.8138,79.904,266.05,35,45,4,0.474,3.12,196.0,11.8138,79.904,266.05
2695,2695,NaRbGeI2ClF,Na,Rb,Ge,Cl,F,I,I,11,12,3,1.228,0.971,102.0,5.1391,22.99,371.15,37,48,5,0.363,1.53,152.0,4.1771,85.468,312.79,32,41,4,0.32,5.32,53.0,7.8994,72.64,1211.45,17,18,3,0.479,0.00321,181.0,12.9676,35.453,172.31,9,10,2,0.824,0.0017,133.0,17.4228,18.998,53.63,53,74,5,0.214,4.93,220.0,10.4513,126.904,386.65,53,74,5,0.214,4.93,220.0,10.4513,126.904,386.65
2696,2696,NaRbGeF2ClBr,Na,Rb,Ge,Cl,Br,F,F,11,12,3,1.228,0.971,102.0,5.1391,22.99,371.15,37,48,5,0.363,1.53,152.0,4.1771,85.468,312.79,32,41,4,0.32,5.32,53.0,7.8994,72.64,1211.45,17,18,3,0.479,0.00321,181.0,12.9676,35.453,172.31,35,45,4,0.474,3.12,196.0,11.8138,79.904,266.05,9,10,2,0.824,0.0017,133.0,17.4228,18.998,53.63,9,10,2,0.824,0.0017,133.0,17.4228,18.998,53.63
2697,2697,NaRbGeI2ClBr,Na,Rb,Ge,Cl,Br,I,I,11,12,3,1.228,0.971,102.0,5.1391,22.99,371.15,37,48,5,0.363,1.53,152.0,4.1771,85.468,312.79,32,41,4,0.32,5.32,53.0,7.8994,72.64,1211.45,17,18,3,0.479,0.00321,181.0,12.9676,35.453,172.31,35,45,4,0.474,3.12,196.0,11.8138,79.904,266.05,53,74,5,0.214,4.93,220.0,10.4513,126.904,386.65,53,74,5,0.214,4.93,220.0,10.4513,126.904,386.65
2698,2698,NaRbGeF2ClI,Na,Rb,Ge,Cl,I,F,F,11,12,3,1.228,0.971,102.0,5.1391,22.99,371.15,37,48,5,0.363,1.53,152.0,4.1771,85.468,312.79,32,41,4,0.32,5.32,53.0,7.8994,72.64,1211.45,17,18,3,0.479,0.00321,181.0,12.9676,35.453,172.31,53,74,5,0.214,4.93,220.0,10.4513,126.904,386.65,9,10,2,0.824,0.0017,133.0,17.4228,18.998,53.63,9,10,2,0.824,0.0017,133.0,17.4228,18.998,53.63
2699,2699,NaRbGeBr2ClI,Na,Rb,Ge,Cl,I,Br,Br,11,12,3,1.228,0.971,102.0,5.1391,22.99,371.15,37,48,5,0.363,1.53,152.0,4.1771,85.468,312.79,32,41,4,0.32,5.32,53.0,7.8994,72.64,1211.45,17,18,3,0.479,0.00321,181.0,12.9676,35.453,172.31,53,74,5,0.214,4.93,220.0,10.4513,126.904,386.65,35,45,4,0.474,3.12,196.0,11.8138,79.904,266.05,35,45,4,0.474,3.12,196.0,11.8138,79.904,266.05
2700,2700,NaRbGeCl2BrF,Na,Rb,Ge,Br,F,Cl,Cl,11,12,3,1.228,0.971,102.0,5.1391,22.99,371.15,37,48,5,0.363,1.53,152.0,4.1771,85.468,312.79,32,41,4,0.32,5.32,53.0,7.8994,72.64,1211.45,35,45,4,0.474,3.12,196.0,11.8138,79.904,266.05,9,10,2,0.824,0.0017,133.0,17.4228,18.998,53.63,17,18,3,0.479,0.00321,181.0,12.9676,35.453,172.31,17,18,3,0.479,0.00321,181.0,12.9676,35.453,172.31
2701,2701,NaRbGeI2BrF,Na,Rb,Ge,Br,F,I,I,11,12,3,1.228,0.971,102.0,5.1391,22.99,371.15,37,48,5,0.363,1.53,152.0,4.1771,85.468,312.79,32,41,4,0.32,5.32,53.0,7.8994,72.64,1211.45,35,45,4,0.474,3.12,196.0,11.8138,79.904,266.05,9,10,2,0.824,0.0017,133.0,17.4228,18.998,53.63,53,74,5,0.214,4.93,220.0,10.4513,126.904,386.65,53,74,5,0.214,4.93,220.0,10.4513,126.904,386.65
2702,2702,NaRbGeF2BrCl,Na,Rb,Ge,Br,Cl,F,F,11,12,3,1.228,0.971,102.0,5.1391,22.99,371.15,37,48,5,0.363,1.53,152.0,4.1771,85.468,312.79,32,41,4,0.32,5.32,53.0,7.8994,72.64,1211.45,35,45,4,0.474,3.12,196.0,11.8138,79.904,266.05,17,18,3,0.479,0.00321,181.0,12.9676,35.453,172.31,9,10,2,0.824,0.0017,133.0,17.4228,18.998,53.63,9,10,2,0.824,0.0017,133.0,17.4228,18.998,53.63
2703,2703,NaRbGeI2BrCl,Na,Rb,Ge,Br,Cl,I,I,11,12,3,1.228,0.971,102.0,5.1391,22.99,371.15,37,48,5,0.363,1.53,152.0,4.1771,85.468,312.79,32,41,4,0.32,5.32,53.0,7.8994,72.64,1211.45,35,45,4,0.474,3.12,196.0,11.8138,79.904,266.05,17,18,3,0.479,0.00321,181.0,12.9676,35.453,172.31,53,74,5,0.214,4.93,220.0,10.4513,126.904,386.65,53,74,5,0.214,4.93,220.0,10.4513,126.904,386.65
2704,2704,NaRbGeF2BrI,Na,Rb,Ge,Br,I,F,F,11,12,3,1.228,0.971,102.0,5.1391,22.99,371.15,37,48,5,0.363,1.53,152.0,4.1771,85.468,312.79,32,41,4,0.32,5.32,53.0,7.8994,72.64,1211.45,35,45,4,0.474,3.12,196.0,11.8138,79.904,266.05,53,74,5,0.214,4.93,220.0,10.4513,126.904,386.65,9,10,2,0.824,0.0017,133.0,17.4228,18.998,53.63,9,10,2,0.824,0.0017,133.0,17.4228,18.998,53.63
2705,2705,NaRbGeCl2BrI,Na,Rb,Ge,Br,I,Cl,Cl,11,12,3,1.228,0.971,102.0,5.1391,22.99,371.15,37,48,5,0.363,1.53,152.0,4.1771,85.468,312.79,32,41,4,0.32,5.32,53.0,7.8994,72.64,1211.45,35,45,4,0.474,3.12,196.0,11.8138,79.904,266.05,53,74,5,0.214,4.93,220.0,10.4513,126.904,386.65,17,18,3,0.479,0.00321,181.0,12.9676,35.453,172.31,17,18,3,0.479,0.00321,181.0,12.9676,35.453,172.31
2706,2706,NaRbGeCl2IF,Na,Rb,Ge,I,F,Cl,Cl,11,12,3,1.228,0.971,102.0,5.1391,22.99,371.15,37,48,5,0.363,1.53,152.0,4.1771,85.468,312.79,32,41,4,0.32,5.32,53.0,7.8994,72.64,1211.45,53,74,5,0.214,4.93,220.0,10.4513,126.904,386.65,9,10,2,0.824,0.0017,133.0,17.4228,18.998,53.63,17,18,3,0.479,0.00321,181.0,12.9676,35.453,172.31,17,18,3,0.479,0.00321,181.0,12.9676,35.453,172.31
2707,2707,NaRbGeBr2IF,Na,Rb,Ge,I,F,Br,Br,11,12,3,1.228,0.971,102.0,5.1391,22.99,371.15,37,48,5,0.363,1.53,152.0,4.1771,85.468,312.79,32,41,4,0.32,5.32,53.0,7.8994,72.64,1211.45,53,74,5,0.214,4.93,220.0,10.4513,126.904,386.65,9,10,2,0.824,0.0017,133.0,17.4228,18.998,53.63,35,45,4,0.474,3.12,196.0,11.8138,79.904,266.05,35,45,4,0.474,3.12,196.0,11.8138,79.904,266.05
2708,2708,NaRbGeF2ICl,Na,Rb,Ge,I,Cl,F,F,11,12,3,1.228,0.971,102.0,5.1391,22.99,371.15,37,48,5,0.363,1.53,152.0,4.1771,85.468,312.79,32,41,4,0.32,5.32,53.0,7.8994,72.64,1211.45,53,74,5,0.214,4.93,220.0,10.4513,126.904,386.65,17,18,3,0.479,0.00321,181.0,12.9676,35.453,172.31,9,10,2,0.824,0.0017,133.0,17.4228,18.998,53.63,9,10,2,0.824,0.0017,133.0,17.4228,18.998,53.63
2709,2709,NaRbGeBr2ICl,Na,Rb,Ge,I,Cl,Br,Br,11,12,3,1.228,0.971,102.0,5.1391,22.99,371.15,37,48,5,0.363,1.53,152.0,4.1771,85.468,312.79,32,41,4,0.32,5.32,53.0,7.8994,72.64,1211.45,53,74,5,0.214,4.93,220.0,10.4513,126.904,386.65,17,18,3,0.479,0.00321,181.0,12.9676,35.453,172.31,35,45,4,0.474,3.12,196.0,11.8138,79.904,266.05,35,45,4,0.474,3.12,196.0,11.8138,79.904,266.05
2710,2710,NaRbGeF2IBr,Na,Rb,Ge,I,Br,F,F,11,12,3,1.228,0.971,102.0,5.1391,22.99,371.15,37,48,5,0.363,1.53,152.0,4.1771,85.468,312.79,32,41,4,0.32,5.32,53.0,7.8994,72.64,1211.45,53,74,5,0.214,4.93,220.0,10.4513,126.904,386.65,35,45,4,0.474,3.12,196.0,11.8138,79.904,266.05,9,10,2,0.824,0.0017,133.0,17.4228,18.998,53.63,9,10,2,0.824,0.0017,133.0,17.4228,18.998,53.63
2711,2711,NaRbGeCl2IBr,Na,Rb,Ge,I,Br,Cl,Cl,11,12,3,1.228,0.971,102.0,5.1391,22.99,371.15,37,48,5,0.363,1.53,152.0,4.1771,85.468,312.79,32,41,4,0.32,5.32,53.0,7.8994,72.64,1211.45,53,74,5,0.214,4.93,220.0,10.4513,126.904,386.65,35,45,4,0.474,3.12,196.0,11.8138,79.904,266.05,17,18,3,0.479,0.00321,181.0,12.9676,35.453,172.31,17,18,3,0.479,0.00321,181.0,12.9676,35.453,172.31
2712,2712,NaRbSnBr2FCl,Na,Rb,Sn,F,Cl,Br,Br,11,12,3,1.228,0.971,102.0,5.1391,22.99,371.15,37,48,5,0.363,1.53,152.0,4.1771,85.468,312.79,50,69,5,0.228,7.29,69.0,7.3439,118.71,505.21,9,10,2,0.824,0.0017,133.0,17.4228,18.998,53.63,17,18,3,0.479,0.00321,181.0,12.9676,35.453,172.31,35,45,4,0.474,3.12,196.0,11.8138,79.904,266.05,35,45,4,0.474,3.12,196.0,11.8138,79.904,266.05
2713,2713,NaRbSnI2FCl,Na,Rb,Sn,F,Cl,I,I,11,12,3,1.228,0.971,102.0,5.1391,22.99,371.15,37,48,5,0.363,1.53,152.0,4.1771,85.468,312.79,50,69,5,0.228,7.29,69.0,7.3439,118.71,505.21,9,10,2,0.824,0.0017,133.0,17.4228,18.998,53.63,17,18,3,0.479,0.00321,181.0,12.9676,35.453,172.31,53,74,5,0.214,4.93,220.0,10.4513,126.904,386.65,53,74,5,0.214,4.93,220.0,10.4513,126.904,386.65
2714,2714,NaRbSnCl2FBr,Na,Rb,Sn,F,Br,Cl,Cl,11,12,3,1.228,0.971,102.0,5.1391,22.99,371.15,37,48,5,0.363,1.53,152.0,4.1771,85.468,312.79,50,69,5,0.228,7.29,69.0,7.3439,118.71,505.21,9,10,2,0.824,0.0017,133.0,17.4228,18.998,53.63,35,45,4,0.474,3.12,196.0,11.8138,79.904,266.05,17,18,3,0.479,0.00321,181.0,12.9676,35.453,172.31,17,18,3,0.479,0.00321,181.0,12.9676,35.453,172.31
2715,2715,NaRbSnI2FBr,Na,Rb,Sn,F,Br,I,I,11,12,3,1.228,0.971,102.0,5.1391,22.99,371.15,37,48,5,0.363,1.53,152.0,4.1771,85.468,312.79,50,69,5,0.228,7.29,69.0,7.3439,118.71,505.21,9,10,2,0.824,0.0017,133.0,17.4228,18.998,53.63,35,45,4,0.474,3.12,196.0,11.8138,79.904,266.05,53,74,5,0.214,4.93,220.0,10.4513,126.904,386.65,53,74,5,0.214,4.93,220.0,10.4513,126.904,386.65
2716,2716,NaRbSnCl2FI,Na,Rb,Sn,F,I,Cl,Cl,11,12,3,1.228,0.971,102.0,5.1391,22.99,371.15,37,48,5,0.363,1.53,152.0,4.1771,85.468,312.79,50,69,5,0.228,7.29,69.0,7.3439,118.71,505.21,9,10,2,0.824,0.0017,133.0,17.4228,18.998,53.63,53,74,5,0.214,4.93,220.0,10.4513,126.904,386.65,17,18,3,0.479,0.00321,181.0,12.9676,35.453,172.31,17,18,3,0.479,0.00321,181.0,12.9676,35.453,172.31
2717,2717,NaRbSnBr2FI,Na,Rb,Sn,F,I,Br,Br,11,12,3,1.228,0.971,102.0,5.1391,22.99,371.15,37,48,5,0.363,1.53,152.0,4.1771,85.468,312.79,50,69,5,0.228,7.29,69.0,7.3439,118.71,505.21,9,10,2,0.824,0.0017,133.0,17.4228,18.998,53.63,53,74,5,0.214,4.93,220.0,10.4513,126.904,386.65,35,45,4,0.474,3.12,196.0,11.8138,79.904,266.05,35,45,4,0.474,3.12,196.0,11.8138,79.904,266.05
2718,2718,NaRbSnBr2ClF,Na,Rb,Sn,Cl,F,Br,Br,11,12,3,1.228,0.971,102.0,5.1391,22.99,371.15,37,48,5,0.363,1.53,152.0,4.1771,85.468,312.79,50,69,5,0.228,7.29,69.0,7.3439,118.71,505.21,17,18,3,0.479,0.00321,181.0,12.9676,35.453,172.31,9,10,2,0.824,0.0017,133.0,17.4228,18.998,53.63,35,45,4,0.474,3.12,196.0,11.8138,79.904,266.05,35,45,4,0.474,3.12,196.0,11.8138,79.904,266.05
2719,2719,NaRbSnI2ClF,Na,Rb,Sn,Cl,F,I,I,11,12,3,1.228,0.971,102.0,5.1391,22.99,371.15,37,48,5,0.363,1.53,152.0,4.1771,85.468,312.79,50,69,5,0.228,7.29,69.0,7.3439,118.71,505.21,17,18,3,0.479,0.00321,181.0,12.9676,35.453,172.31,9,10,2,0.824,0.0017,133.0,17.4228,18.998,53.63,53,74,5,0.214,4.93,220.0,10.4513,126.904,386.65,53,74,5,0.214,4.93,220.0,10.4513,126.904,386.65
2720,2720,NaRbSnF2ClBr,Na,Rb,Sn,Cl,Br,F,F,11,12,3,1.228,0.971,102.0,5.1391,22.99,371.15,37,48,5,0.363,1.53,152.0,4.1771,85.468,312.79,50,69,5,0.228,7.29,69.0,7.3439,118.71,505.21,17,18,3,0.479,0.00321,181.0,12.9676,35.453,172.31,35,45,4,0.474,3.12,196.0,11.8138,79.904,266.05,9,10,2,0.824,0.0017,133.0,17.4228,18.998,53.63,9,10,2,0.824,0.0017,133.0,17.4228,18.998,53.63
2721,2721,NaRbSnI2ClBr,Na,Rb,Sn,Cl,Br,I,I,11,12,3,1.228,0.971,102.0,5.1391,22.99,371.15,37,48,5,0.363,1.53,152.0,4.1771,85.468,312.79,50,69,5,0.228,7.29,69.0,7.3439,118.71,505.21,17,18,3,0.479,0.00321,181.0,12.9676,35.453,172.31,35,45,4,0.474,3.12,196.0,11.8138,79.904,266.05,53,74,5,0.214,4.93,220.0,10.4513,126.904,386.65,53,74,5,0.214,4.93,220.0,10.4513,126.904,386.65
2722,2722,NaRbSnF2ClI,Na,Rb,Sn,Cl,I,F,F,11,12,3,1.228,0.971,102.0,5.1391,22.99,371.15,37,48,5,0.363,1.53,152.0,4.1771,85.468,312.79,50,69,5,0.228,7.29,69.0,7.3439,118.71,505.21,17,18,3,0.479,0.00321,181.0,12.9676,35.453,172.31,53,74,5,0.214,4.93,220.0,10.4513,126.904,386.65,9,10,2,0.824,0.0017,133.0,17.4228,18.998,53.63,9,10,2,0.824,0.0017,133.0,17.4228,18.998,53.63
2723,2723,NaRbSnBr2ClI,Na,Rb,Sn,Cl,I,Br,Br,11,12,3,1.228,0.971,102.0,5.1391,22.99,371.15,37,48,5,0.363,1.53,152.0,4.1771,85.468,312.79,50,69,5,0.228,7.29,69.0,7.3439,118.71,505.21,17,18,3,0.479,0.00321,181.0,12.9676,35.453,172.31,53,74,5,0.214,4.93,220.0,10.4513,126.904,386.65,35,45,4,0.474,3.12,196.0,11.8138,79.904,266.05,35,45,4,0.474,3.12,196.0,11.8138,79.904,266.05
